tic,RetEarly2020,RetLate2020
PI,-0.3538281232,1.505682814
TCMD,-0.4051253252,0.11902567
TPIC,-0.2015126349,2.571037958
ATOM,0.1363635359,3.597137336
FHB,-0.4208162032,0.4882195416
MEDP,-0.1270527642,0.896974578
PTGX,0.001418630449,1.855527551
HOME,-0.6327273343,6.65345502
ASIX,-0.522043808,1.095388436
DFIN,-0.4966568852,2.220110856
SMPL,-0.325158354,0.6282443229
CSTR,-0.4037960882,0.5114741516
EVBG,0.3621935756,0.4015591769
FLGT,-0.1658922246,3.842005488
NTNX,-0.4945614439,1.017084687
TRHC,0.07415761126,-0.180722258
TTD,-0.25706342,3.15025912
ELF,-0.3899568332,1.55995902
FBK,-0.5005181112,0.7787648526
VVV,-0.3850602949,0.7983090893
NTB,-0.5326655537,0.9215280151
ADNT,-0.5731768712,2.833515957
YUMC,-0.1095605159,0.3420498114
AA,-0.7136214519,2.741884166
BL,0.02036442045,1.535262738
COUP,-0.04458245299,1.425461999
FRTA,-0.4826994033,1.875411737
IRTC,0.194742337,1.915914653
LW,-0.3346065137,0.3937468676
GT,-0.6212842719,0.8745732971
GOLF,-0.2038465362,0.5966114016
ARCH,-0.590186545,0.5145349635
CWH,-0.6035816364,3.808085274
INSW,-0.195228136,-0.3085913799
GTYH,-0.2325975195,0.1460163055
MRKR,-0.3402779554,-0.2368428586
ATH,-0.4722517343,0.7381120683
CNDT,-0.6048385601,0.9591834566
HGV,-0.5414362535,0.9879535416
PK,-0.6768457722,1.168142045
BPOP,-0.397447022,0.6560763735
IIPR,0.01397091933,1.480568259
ORGO,-0.3284815576,1.331270278
ICHR,-0.4241056908,0.5733305891
PVAC,-0.8981875136,2.284784225
VREX,-0.2381753244,-0.2655224545
BOH,-0.414277564,0.431238497
JELD,-0.5843655967,1.606375283
UVV,-0.2141227366,0.159172368
NEX,-0.8253731142,1.940170352
REVG,-0.657330282,1.132564211
ANAB,-0.1304618037,0.5215833152
JNCE,-0.4558991473,0.4736840535
CLPR,-0.5023585763,0.4190740376
INVH,-0.2832257437,0.4124220666
LAUR,-0.4031802673,0.385349304
NBEV,-0.2362631899,0.8920850899
AYX,-0.04896628415,0.2797088749
HSY,-0.09367657193,0.1687840073
PUMP,-0.7777778162,1.956000375
ARD,-0.3871294378,0.4965621428
AKTS,-0.3287497443,1.277464951
BYSI,-0.1735487309,-0.04761972849
IMXI,-0.241694442,0.699890973
VRRM,-0.4896348684,0.8795528205
HLNE,-0.06736621799,0.4302447783
NODK,-0.2116274859,0.2109137197
SNDR,-0.1106783735,0.1826259861
OKTA,0.05972085384,1.079666675
YEXT,-0.2933418648,0.5426893064
HCC,-0.4959784611,1.027910875
CADE,-0.6342428875,1.555517486
CVNA,-0.4015213795,3.348157455
CLDR,-0.3233016579,0.7674712927
EEX,-0.7518182376,1.092662049
FND,-0.3684319653,1.893426421
WTTR,-0.6519397262,0.2693473544
PCSB,-0.3076307797,0.1493980921
KR,0.04488810897,0.07077572292
BTU,-0.6820179131,-0.1689644141
GDP,-0.5756966663,1.368544661
KREF,-0.2438780496,0.2868513113
CARS,-0.6481181672,1.627907293
WOW,-0.3584906133,1.241596642
APPN,0.05286621664,3.029075819
FMAO,-0.1353237932,-0.09135934395
GTHX,-0.583049342,0.6324872917
OVID,-0.281927371,-0.2248326605
SGH,-0.3595157233,0.5485619846
URGN,-0.4653873552,0.01008869702
VERI,-0.06425708624,11.21029652
VST,-0.2999125078,0.2582233284
AM,-0.7064399365,3.342269009
SOI,-0.6174998938,0.6234342847
BHVN,-0.3749084802,1.518660059
ATUS,-0.1847109989,0.6989688032
BY,-0.468574148,0.5001662475
GPMT,-0.7241567144,1.120273026
PLYM,-0.3727576831,0.4057083495
SAFE,0.5783123118,0.155268591
MGY,-0.6820352276,0.7649989546
ATNX,-0.4931237535,0.428942322
BOMN,-0.1392590124,0.5267797763
ESQ,-0.4227081117,0.2750817374
MRSN,0.01745138504,3.564326854
NESR,-0.4429817284,0.9547276035
SSTI,0.07764693125,0.3719066477
JBGS,-0.2020566086,0.0124282138
TRTX,-0.7079431843,1.201257569
BHF,-0.3838899109,0.4979316367
CLXT,-0.5249640433,0.2672672364
CODX,7.512067301,0.2204735905
KALA,1.382114081,-0.2286691788
PETQ,-0.07265504914,0.6551871372
RBB,-0.3473033823,0.139450776
RDFN,-0.2705767891,3.450714783
TYME,-0.2142855,0.1090891721
DD,-0.4651328571,1.119413519
BPRN,-0.2589624073,0.02121837216
ASPU,-0.001249418516,0.3929903781
ACEL,-0.4000007358,0.3466664502
DMTK,-0.09274112149,1.883551982
MBIO,-0.3431375385,0.4123136459
FLMN,-0.6851763861,0.5378911983
BKI,-0.09956614706,0.5217013873
HBB,-0.4982312883,0.8760947763
HFFG,-0.5697439327,-0.1036941065
DCPH,-0.338527999,0.3862060671
KRYS,-0.2192128499,0.3876043927
ROKU,-0.3466767065,2.795384659
MAXR,-0.3178042623,2.617698153
PQG,-0.3655405301,0.4733941415
SPCE,0.279652948,0.6055482853
FOR,-0.5035968754,0.9497580771
SWCH,-0.0243324515,0.1430981919
CARG,-0.4616254876,0.6752941043
MDB,0.03745920366,1.629560084
EYE,-0.4011722683,1.332131519
CATC,-0.3461948727,0.3773976076
FDBC,-0.1752168858,0.2852080707
KIDS,-0.1564168704,0.04061335361
MBIN,-0.2257738693,0.8407687815
OPTN,-0.5130150407,-0.07795136191
PDLB,-0.3013607724,0.02336980281
RYTM,-0.3371083851,0.9533506099
CVS,-0.1954850415,0.1801866979
ALTR,-0.2620446581,1.19547063
AQUA,-0.4084434764,1.406782911
CNNE,-0.09948839569,0.3218858564
SAIL,-0.3550843321,2.4980305
SFIX,-0.5050660479,3.623619775
CEIX,-0.7456927931,0.9539281397
FNKO,-0.7674828589,1.601501558
SPRO,-0.1596465195,1.399752031
ESTE,-0.7219589851,2.028404614
MCB,-0.4416337941,0.3468259006
APLS,-0.1250813889,1.135126556
XFOR,-0.06542006196,-0.3570006315
BAND,0.05058466923,1.283694968
CBTX,-0.4257714147,0.456922184
SBT,-0.4683772221,0.05581392685
DNLI,0.005165871181,3.783554989
NMRK,-0.6767002392,0.7256654665
LILAK,-0.4727645807,0.1392449175
LILA,-0.4549226669,0.1142651732
AMEH,-0.2982073455,0.4140871361
CASA,-0.1442546184,0.7628566183
GIS,-0.005504367954,0.1418527846
LBC,-0.2002988597,0.08765642287
MVBF,-0.4857524491,0.8095014048
ODT,-0.1491521475,-0.3045998565
QTRX,-0.2225981699,1.531298963
CURO,-0.5622669552,1.762945477
LXFR,-0.2301020095,0.1953886787
VVNT,0.2192519931,0.6547053776
LBRT,-0.7535968381,2.832718379
ILPT,-0.2063835204,0.3960037364
ADT,-0.4508195501,0.8410925964
COLD,-0.02310357799,0.1157167202
GTES,-0.4636628367,0.7289954785
AVYA,-0.4007408497,1.367118435
AGS,-0.7815331291,1.716980416
CUE,-0.1061413688,-0.1183927276
SLDB,-0.4629214515,2.17154227
WHD,-0.6608903835,1.276012133
CLNC,-0.68811214,0.9035556214
VICI,-0.3370835765,0.5973986374
PACK,-0.2319026046,1.146963854
CDLX,-0.443843223,3.08380669
EOLS,-0.6589973935,-0.1903624061
LIVX,0.02265366431,1.075948689
ZS,0.3088177115,2.281468891
DBX,0.01060847076,0.2259662622
RFL,-0.2819509423,0.8204514197
BTAI,0.5297744584,1.067115865
BWB,-0.2924526145,0.2810229604
TH,-0.6019996348,-0.2060303136
FIXX,-0.2492751717,-0.273488191
OPBK,-0.274926793,0.06566422789
RCUS,0.3742574571,0.8703186719
ZUO,-0.4382416421,0.7304352222
SPGI,-0.100284656,0.3492701807
EAF,-0.2939259775,0.3183690538
NVT,-0.3358652942,0.4205800583
BH,-0.505000056,0.9696961304
BFST,-0.4562344323,0.5372402386
CLBK,-0.1499407792,0.08055412733
AHCO,0.45719489,1.34750203
DOCU,0.2467950614,1.405840917
GSHD,0.05259367395,1.826692753
LASR,-0.4827418519,2.112486508
LEVL,-0.2825912407,0.133653582
CDAY,-0.2623749287,1.128219386
SMAR,-0.07591302494,0.6692383062
CCK,-0.1998901105,0.7263958387
WRB,-0.2434154978,0.2806263391
KMB,-0.06259597096,0.07860382892
SPOT,-0.1879635668,1.591076433
EQH,-0.4108153812,0.8130839978
CPLG,-0.61423213,0.755102264
EVOP,-0.4206734216,0.7653598448
WH,-0.4932336949,0.8954664371
GSKY,-0.5707860725,0.2120411044
FCBP,-0.4371043098,0.2931659616
INSP,-0.1877110788,2.120271215
BCML,-0.4700968233,0.2589211029
ROAD,0.001185324605,0.7235050275
STXB,-0.5504342078,0.6337064415
EVLO,-0.07512309502,2.219708818
EXPI,-0.2533102045,6.460988631
KNSA,0.3996388716,0.1414711921
OBNK,-0.4632145155,0.3881999827
SRRK,-0.08118347493,3.007434256
UBX,-0.1955618776,-0.09655089776
AVLR,0.01842988975,1.210323189
RVI,-0.6671193345,0.3085724808
BJ,0.1200526728,0.4636832898
BV,-0.3443981625,0.3670875286
AVRO,-0.2270242591,-0.1041119721
DOMO,-0.5423577788,5.415497985
EVER,-0.2358082682,0.422854261
IIIV,-0.3242482255,0.7391301576
KZR,0.08728190088,0.1972476966
LOVE,-0.636760111,6.39108273
MGTA,-0.5857517537,0.2484107775
MGTX,-0.3286716346,0.1264894441
OPRX,-0.117819269,2.439290168
TBIO,0.2248151357,0.8485446557
TCDA,-0.4170642411,-0.6795450809
VRCA,-0.3121462014,0.05306484845
XERS,-0.7234040416,1.523076606
EPRT,-0.464328675,0.688029441
UGI,-0.4022365278,0.3503179485
KDP,-0.1572494679,0.3399049734
TENB,-0.08764586566,1.390668431
RUBY,-0.5315784331,0.7056168722
ALLK,-0.533451982,2.146771595
BE,-0.2998667024,4.479927383
FOCS,-0.2192058548,0.8904818339
AFIN,-0.5141188892,0.2608699959
BRY,-0.7317075243,0.5269705479
CNST,-0.3328376881,-0.08367829692
CRNX,-0.4141086857,-0.04013702822
LQDA,0.1017537007,-0.3736725474
PRVB,-0.3825501429,0.8413042843
REPL,-0.3052260821,2.826485467
RPAY,-0.02047733822,0.8989534562
SONO,-0.4571065004,1.758256577
CWK,-0.4256356832,0.2632026889
ARLO,-0.422802372,2.205763626
AMAL,-0.4409217225,0.2957066173
AMTB,-0.293712507,-0.01234467996
MESA,-0.6319909395,1.033432675
PCB,-0.4297948886,0.06584582536
PAYS,-0.4916258583,-0.1007756495
ELAN,-0.2397289488,0.3698091759
EB,-0.6380762614,1.479451145
FTDR,-0.2665542606,0.4436447866
CW,-0.3428911303,0.2656249417
SVMK,-0.2439844904,0.8911900195
ARVN,-0.01922572599,1.10744576
BSGM,-0.2922300072,-0.06921112616
FVCB,-0.2375502876,0.1036050482
GRTS,-0.3511708179,-0.3230238698
STRO,-0.07272785733,1.128433745
YMAB,-0.1647999859,0.8969320938
UPWK,-0.3955012972,4.351934529
GH,-0.1092908557,0.8517241063
ESTC,-0.1320374945,1.618349686
ALLO,-0.2517317987,0.2983516268
LTHM,-0.3859650122,2.588572068
PLAN,-0.4225190396,1.374419856
REZI,-0.5942997308,3.392561073
LIN,-0.1828887357,0.5418962871
ACA,-0.1069485353,0.3872282061
YETI,-0.4387584803,2.507686403
ETRN,-0.5995051677,0.6821649639
PG,-0.1140243722,0.2884610239
SWI,-0.1552561502,-0.04594667695
AXNX,-0.08300335692,0.9645783628
BFC,-0.1972572483,0.1688413736
KOD,-0.337039219,2.079874782
SIBN,-0.4441868274,1.502092181
STNE,-0.4542489178,2.854848015
TWST,0.4561905406,3.620337611
VAPO,0.5485195605,0.4264493762
DELL,-0.230395341,0.8530973616
MRNA,0.5311866978,2.488151874
CVET,-0.3833337009,2.53071235
ALEC,0.4004636259,-0.3729796647
GOSS,-0.3506076404,-0.04729131004
HARP,-0.2170390457,0.4343696682
SO,-0.1413478092,0.1738675845
TCRR,-0.4579836315,2.996123877
ZYXI,0.4066072646,0.2158998794
FOXA,-0.3563532679,0.242517965
FOX,-0.3651101411,0.2726164792
OSW,-0.7582651431,1.512883562
DSSI,-0.2945037348,-0.4360711096
CYCN,-0.02573542451,0.1547152699
DOW,-0.4564860811,0.9884038274
LYFT,-0.3758715138,0.8297947781
SWAV,-0.2445349656,2.125973623
DTIL,-0.5658751346,0.3830829302
CARE,-0.6097789545,0.1677568686
WTRE,-0.4177271452,1.36176961
TW,-0.09148428287,0.4913648684
PD,-0.2612228347,1.413193085
ZM,1.147560176,1.308510778
PINS,-0.1716732825,3.26813815
MNRL,-0.5965481302,0.4140376527
CAT,-0.208084686,0.6052053704
MNSB,-0.2713042754,0.008949309246
NGM,-0.333153185,1.457017101
PLMR,0.1519111424,0.5275111229
SILK,-0.2204060527,1.000636817
TPTX,-0.2830311345,1.728389595
BYND,-0.1190476603,0.8768774149
PSN,-0.2257750224,0.139238785
UBER,-0.06119743691,0.8266453819
KTB,-0.530126128,1.136671913
AVTR,-0.3118456531,1.253802765
FSLY,-0.05430941251,3.603262501
CTVA,-0.2006086791,0.6686804985
APLT,0.1983137065,-0.3267047522
CRTX,-0.1875664909,-0.3909227086
BCO,-0.4249035049,0.3962697742
FRAF,-0.28365309,0.01806386476
IDYA,-0.4506673688,2.398058555
NXTC,-0.3419131687,-0.7059620476
RRBI,-0.3349978361,0.3365687792
SPFI,-0.2567623564,0.2332714549
TMDX,-0.3645452344,0.6473520574
AMCR,-0.2403140656,0.4964485769
CRWD,0.1165039501,2.804239218
CL,-0.03040685498,0.3113101682
WORK,0.1939498347,0.5737707769
GO,0.05824310683,0.1429800612
IAA,-0.3633654938,1.168889261
ADPT,-0.07152404272,1.12850875
BBIO,-0.1726105206,1.452066315
CHNG,-0.3904824163,0.8668663818
AKRO,-0.0448303766,0.2169813179
BCEL,0.06981344438,-0.02416675301
CMBM,-0.3592677905,3.47856602
IMVT,-0.01921930305,1.967556588
KRTX,-0.04433290721,0.4109724211
MORF,-0.1445214555,1.285424634
PSNL,-0.2596322086,3.536554495
REAL,-0.628116949,1.787443147
STOK,-0.1913839985,1.704368606
AMK,-0.29738156,0.1868551233
MDLA,-0.3558336554,0.6576868182
HCAT,-0.2463973324,0.6646283823
PHR,-0.2105854796,1.580121917
PROS,-0.3955362738,0.3158993858
NOVA,-0.09767022347,3.481630466
CSTL,-0.1326740829,1.252599616
FULC,-0.2824518313,-0.01926311243
IHRT,-0.56745518,0.7756479014
RMBI,-0.3609019457,0.3564774434
XPEL,-0.31604028,4.145705535
DT,-0.05770744136,0.8150180936
CFB,-0.4174759174,0.2797636092
VMD,-0.2322582016,0.6302502729
TXG,-0.1826887216,1.27214337
NET,0.3763177246,2.236373838
NVST,-0.4959519952,1.2576954
DDOG,-0.04764470898,1.735966762
PING,-0.1761313988,0.4305706171
PNTG,-0.5718170549,3.100286661
CRNC,-0.3194867771,5.524683501
PTON,-0.06513978883,4.714508863
ALRS,-0.2704589215,0.6913538336
IGMS,0.471435978,0.5723944328
OPRT,-0.5567226242,0.8360192706
SWTX,-0.2985187526,1.685925876
BRBR,-0.1991543978,0.425806968
PGNY,-0.2280509443,1.000473151
BRC,-0.2087448543,0.1887017178
APRE,-0.2425367029,-0.8584577976
BRP,-0.3426789753,1.840758252
FREQ,0.01597210293,0.9797830737
HBT,-0.4401240534,0.4899559293
MCBS,-0.3249369253,0.2574478409
OYST,0.4320784022,-0.4622857907
PHAT,-0.1708421791,0.2866001042
RAPT,-0.229626855,-0.07146433533
RLMD,-0.1253851879,-0.05980726124
VIR,1.72524787,-0.2185593474
BRMK,-0.3958780166,0.4357580638
SI,-0.4003774293,6.789315359
ETNB,-0.03955854534,-0.03485165244
SITM,-0.1462741348,4.141488457
BILL,-0.1011828839,2.99123123
GRWG,-0.07073150848,9.556429482
SPT,-0.005606840501,1.845238863
FMC,-0.1772186968,0.4249156489
DE,-0.1981996551,0.9690535566
BMY,-0.1254326705,0.147370796
WBA,-0.216291852,-0.09721621024
BA,-0.5387584787,0.4352958095
IVZ,-0.484122545,1.005642006
VVI,-0.6840001582,0.7037211351
WEN,-0.3257727811,0.4848195199
MTZ,-0.4898697658,1.083101556
SNV,-0.5436231044,0.9216128794
RAMP,-0.3151647122,1.223268926
CR,-0.4270524341,0.6133004592
CVBF,-0.06284740149,0.01019407153
JEF,-0.355449883,0.8456338352
ABT,-0.08777345918,0.4027238178
CACI,-0.1553665329,0.1808206054
CALM,0.02877234498,-0.1464304673
CRS,-0.606305267,0.5378310091
CAMP,-0.5302720394,1.204443405
CWT,-0.01972498346,0.08829268399
AJRD,-0.08388155632,0.2634481006
AAL,-0.5727340919,0.2936815117
GCO,-0.7216194934,1.255619197
FOE,-0.3688465314,0.5630342084
LMT,-0.1238655796,0.06779680772
WRK,-0.3322019605,0.5689470081
NEM,0.0453391067,0.3421516208
CAH,-0.04268341991,0.1496380265
IP,-0.3146220868,0.6611506888
CASY,-0.1650200173,0.3563116139
EXC,-0.1854225861,0.1813270318
CNP,-0.4263067159,0.4322262473
IDA,-0.1722973528,0.1186328221
PFE,-0.158420743,0.2149319704
EMR,-0.370290597,0.7239934092
JNJ,-0.09469880081,0.2247784577
GLW,-0.2878942937,0.7920658631
PPG,-0.370678381,0.7479582984
PPL,-0.3005850981,0.1960299359
MMM,-0.2186000034,0.3152056614
MRK,-0.1473343625,0.08801093759
MSI,-0.1711558008,0.2958906121
CMD,-0.4928362287,1.196654682
FE,-0.168293108,-0.2070454721
CPK,-0.101377752,0.2809370614
CMS,-0.05878081047,0.05970792498
EAT,-0.7049996545,3.710243759
CHD,-0.08442436343,0.3706453287
CINF,-0.2767475771,0.1859210019
WEC,-0.03790809095,0.06557579164
TXT,-0.401569332,0.8150045813
CTAS,-0.3562513679,1.060684924
PEG,-0.2311599826,0.3339099225
CIA,-0.03407451362,-0.1211655579
HAL,-0.7127093723,1.785649646
MDU,-0.2693542133,0.258048238
XEL,-0.04347107756,0.1274067122
ETR,-0.2093694901,0.09167419439
EVRG,-0.1464894787,0.03616659858
AEP,-0.1471042158,0.06823744924
NEE,-0.0008562620342,0.3026314793
ALE,-0.2457420819,0.05475732265
ASH,-0.3432320228,0.6000219908
EQT,-0.3480609564,0.7977372857
OGE,-0.3031314214,0.07577106265
CDE,-0.6027225931,2.224300284
PBI,-0.4863956379,2.13868199
COHR,-0.3603247783,0.4098302423
NOC,-0.1168876122,0.02068337781
AVA,-0.1088593698,-0.02531640641
AEE,-0.04524682323,0.09327456814
CMA,-0.5816028239,0.9963262839
CBSH,-0.254930724,0.3883409959
OKE,-0.7081748131,0.9359812535
HSC,-0.6970878825,1.579628384
CPB,-0.0592095161,0.07019159489
WHR,-0.4129649242,1.15241877
JCS,-0.2739057682,0.02870454491
CAR,-0.5688579344,1.683451607
LHX,-0.08540919734,0.06463823491
NFG,-0.1894069298,0.1390954478
F,-0.4718128236,0.8198766783
DOV,-0.2682601152,0.5246008608
CMTL,-0.6242331584,0.5856880118
DIS,-0.3320896839,0.8755674957
BH,-0.5507773438,1.163424704
SJI,-0.2330201913,-0.1020426486
CTO,-0.2452404147,0.2180986523
L,-0.3355357937,0.2991869451
K,-0.1243493026,0.06421186235
CSL,-0.2232390349,0.2614245408
CLF,-0.5257432576,2.736571667
CTB,-0.4293911885,1.508995731
CUZ,-0.2845291316,0.1915050763
CBRL,-0.4540954436,0.6006067485
R,-0.505998026,1.429301059
AVT,-0.4036292059,0.4292894227
HPQ,-0.1466564071,0.455449339
BAX,-0.02650079898,-0.003064643841
CFR,-0.4242656097,0.607964259
DUK,-0.1041163488,0.1703507377
XRX,-0.4795225416,0.2745823166
PNW,-0.1504827448,0.08646439179
NC,-0.3997653906,-0.03738770726
APD,-0.1448574182,0.3893382788
MUR,-0.7682347919,1.037699545
VNO,-0.4500247579,0.08004699894
HES,-0.4978290041,0.6102554383
CTS,-0.1692764702,0.3861447584
ALK,-0.5766560265,0.8264827962
NBR,-0.8610760369,1.985388095
ARW,-0.3878923825,0.8758422032
AIT,-0.3107207896,0.7313810474
COHU,-0.4566174025,2.084005452
CMC,-0.2868337638,0.3258820986
OMC,-0.3143662226,0.1768223743
FLS,-0.5159737214,0.5731799348
EML,-0.3585251536,0.2556266639
HL,-0.4623895755,2.571128457
HEI,-0.3459590304,0.7759838062
HP,-0.6488841471,0.572383709
HFC,-0.5116405017,0.09823685137
HRL,0.03900336585,0.01372733595
HUBB,-0.218483461,0.3936847779
ATO,-0.1079692233,-0.02100283783
ENZ,-0.03802230154,-0.003952563742
ESCA,-0.3819932706,2.653679593
BOOM,-0.4852017988,0.8796181811
MAS,-0.277594951,0.6021162407
FARM,-0.5378481588,-0.3290228541
NPK,-0.137722827,0.2488358731
NR,-0.85693758,1.140471402
FITB,-0.5081329469,0.9231069788
NUE,-0.3528337315,0.5158667755
OXY,-0.6998302436,0.4979935057
OXM,-0.5166621356,0.8391327719
RF,-0.4682396415,0.8644019684
PKE,-0.1689642671,0.09207853321
CLGX,-0.2979983377,1.566519105
TRMK,-0.3190602937,0.2061011171
MTB,-0.3859178511,0.2687125118
FFBC,-0.4073711711,0.2335455087
FMBI,-0.4199906692,0.2420982224
ROG,-0.2430054747,0.6446727228
ROL,0.09336023305,0.6330465474
SEB,-0.3378145252,0.08006193141
SRCE,-0.3705924393,0.2723914299
FHN,-0.5042268157,0.6517216907
SHW,-0.2104886532,0.6089868114
SCL,-0.1337856899,0.3594640385
FSTR,-0.3622292626,0.2176377143
FELE,-0.1753077706,0.4802107652
BEN,-0.3471900016,0.5538479471
FUL,-0.4565313039,0.8791162766
WEYS,-0.2283557524,-0.1831789963
AJG,-0.1393459495,0.536804365
WMB,-0.3865927688,0.5056634266
SPB,-0.4298731713,1.220152119
GNTX,-0.2323807964,0.5522610711
WFC,-0.4598827091,0.08020241647
NI,-0.09611874803,-0.05711627965
SKY,-0.5053624285,0.9732139649
SMP,-0.2144638728,-0.02144567328
APA,-0.8351665979,2.41702614
MAT,-0.3498160152,0.9807044155
GGG,-0.05979897029,0.4996555299
BDX,-0.1522593097,0.09994392128
B,-0.322875413,0.2261071317
GTN,-0.4021133489,0.4065740381
WY,-0.4274837558,0.9881986502
DXC,-0.6472465125,0.973180282
IFF,-0.2029914236,0.08713437752
DBD,-0.6666672726,2.028407919
TJX,-0.2139885071,0.4283613623
CMI,-0.2373011296,0.7118524228
HE,-0.07422906871,-0.1554470117
AMOT,-0.5107216556,1.161024614
HVT,-0.4002975522,1.564618194
HWKN,-0.217823583,0.4911224939
HCSG,-0.009673094968,0.207165357
PH,-0.3666905404,1.126079958
HELE,-0.1988988286,0.5426663447
IIN,-0.346111028,0.5378088429
WMK,0.03745860165,0.1687459811
PKI,-0.2241297798,0.9098438679
WWW,-0.5465321822,1.079179386
HNI,-0.321302551,0.4093323897
NEU,-0.2091385437,0.056025037
SJM,0.07508322466,0.06546385284
MDP,-0.6151544832,0.5711955472
JBHT,-0.2080133435,0.4907855349
HBAN,-0.4456235128,0.6083663401
HURC,-0.2380083645,0.0402331047
ATI,-0.5885765919,0.9729404106
SWK,-0.3924818953,0.8090748701
MCD,-0.1578643956,0.3218804787
SXI,-0.3800884294,0.5990795221
VFC,-0.4525379178,0.611838514
IHC,-0.3925852975,0.6242742871
KMT,-0.4916250182,0.9851195972
ES,-0.07396836697,0.1285431822
TFX,-0.2212377259,0.4091318476
AVY,-0.2168626739,0.5434521179
ADP,-0.1930205428,0.3123732395
TILE,-0.5403859399,0.3941942913
CVM,0.261203157,0.01039802623
DIOD,-0.279138113,0.7349588457
IDCC,-0.1757617242,0.3844392913
JCI,-0.3313685699,0.7621417323
IVC,-0.1749355233,0.2065784197
MMC,-0.2207905848,0.3711075065
SWKS,-0.2573417528,0.7288263101
WSO,-0.1317650242,0.4981034267
SFE,-0.494535505,0.1495499438
GFF,-0.3750844183,0.6300739689
CLX,0.1359741998,0.1840508825
GPC,-0.3587492597,0.5295913254
CBT,-0.4451902449,0.7662705424
HST,-0.3940697723,0.3251805879
KLAC,-0.1887808787,0.8243723956
RAD,-0.03038076782,0.05533231324
KAMN,-0.413380485,0.5051034525
KELYA,-0.4354599496,0.6209617398
NYT,-0.04389245624,0.6936346375
EBF,-0.1232071783,-0.01112989311
CNA,-0.2678139259,0.2989088291
CBB,0.3982812069,0.04371511362
FSS,-0.1516286884,0.2254352723
KBAL,-0.4194487447,0.0274843099
ABM,-0.35401698,0.5776655634
SGC,-0.3699863525,1.783532615
JPM,-0.3497694497,0.4511522317
TGNA,-0.3451174344,0.3068281629
LZB,-0.3427577691,0.9498073111
LRCX,-0.1752740972,0.9879838871
MCO,-0.107057883,0.3805137462
LANC,-0.09219206868,0.2862199348
HUM,-0.1415343239,0.3125892326
UNP,-0.2151330495,0.4993266062
LAWS,-0.4871399105,0.9053143454
LNC,-0.5506992443,0.9760420432
TGT,-0.270215838,0.924877882
ALX,-0.153024883,0.05764560255
HRB,-0.3892676871,0.1843373874
DDS,-0.4951008834,0.7274358804
BK,-0.3261841933,0.293048413
DHR,-0.09701533218,0.6092204522
PCH,-0.2653109725,0.638884561
RRC,-0.5298966745,1.93859609
LEE,-0.3077465484,0.281791551
TPC,-0.4774499806,0.9270823962
TDW,-0.6327803339,0.2203375449
MGEE,-0.1652688342,0.08715230951
LLY,0.06166031526,0.2353618033
SMTC,-0.2911154172,0.9224027187
WGO,-0.4740310988,1.169278603
MTW,-0.5142857051,0.5658818914
TER,-0.2042502035,1.221320045
MCS,-0.6097455431,0.09415524348
SCI,-0.1462088605,0.2726707671
MLP,-0.02844376349,0.05489548275
SYY,-0.4636428799,0.6678824995
