tic,RetEarly2020,RetLate2020
LKFN,-0.2441769386,0.4869165615
BHB,-0.3120845758,0.3489827708
NAT,-0.05925219564,-0.2885300957
YUM,-0.3160834001,0.6073368906
MTOR,-0.4940814391,1.106415971
FARO,-0.116186958,0.5871896404
PLCE,-0.687140352,1.56134859
PSMT,-0.2554178968,0.7426240664
SIGA,0.002096970304,0.520917939
NLY,-0.4352447574,0.8220200692
CAC,-0.3124275347,0.1730936188
DRQ,-0.3498184232,-0.02885197707
RHP,-0.5753521683,0.8900988723
GPI,-0.5558416,1.970429372
SRI,-0.4287170253,0.8047759118
FDP,-0.2078332377,-0.1211332169
CHRW,-0.1469314712,0.442038438
CWST,-0.1514227121,0.5860239782
OSIS,-0.315863231,0.3525824857
CHH,-0.407812405,0.7477560347
CDZI,0.05898481519,-0.08740341505
PLD,-0.09187861981,0.2622164581
AMG,-0.2991315119,0.7203530783
EPR,-0.6476737642,0.3593134971
MTD,-0.1295506159,0.6504929438
SAH,-0.5683868221,1.928291427
ADSK,-0.1491338678,0.9560551217
INGR,-0.1809566614,0.06738820234
MPB,-0.2892725106,0.110664875
URI,-0.3829823034,1.253739035
POWI,-0.1050170679,0.86361052
PRDO,-0.413267603,0.1705305435
CFFI,-0.2720036885,-0.03750415595
DENN,-0.6136819095,0.9114574526
HFWA,-0.2871914125,0.2039241544
MRCY,0.0322677702,0.2343696636
HOPE,-0.4404938378,0.3928587988
RMTI,-0.1598368658,-0.5073174203
TSBK,-0.379713095,0.3678914977
VRSN,-0.06534112441,0.2016214867
WPC,-0.2613686027,0.2722893185
IESC,-0.3121587415,1.608498343
BXS,-0.3917540048,0.4862943306
PWR,-0.2205852046,1.279845451
SCS,-0.5175953771,0.4182471315
BRKL,-0.3090200364,0.1045802833
COLM,-0.3010279231,0.2523986218
IBOC,-0.3631297379,0.4222522442
NWFL,-0.3085780537,0.01168159696
CNXN,-0.1701566892,0.1475378099
SRDX,-0.1957519936,0.3061205949
CIX,0.04866427795,-0.0436078789
GRA,-0.4876333793,0.5687020635
MAR,-0.5040642518,0.7633998251
BBY,-0.3445327924,0.7801977094
SEE,-0.3755963452,0.8763290453
MFA,-0.7712418387,1.605790476
HEI,-0.285678414,0.8337304193
CRAI,-0.3824129847,0.5501096085
MANH,-0.3752977283,1.111199726
UMPQ,-0.3723167696,0.4362398964
IOSP,-0.3282102722,0.3227701692
AMKR,-0.4007687689,0.9409505857
HCKT,-0.2118960427,0.1564920367
AXTI,-0.2620683185,1.981302884
GNTY,-0.290449492,0.323054795
SBSI,-0.1738721865,0.05703602187
CLAR,-0.2759185392,0.5811527738
AMT,-0.05251971361,0.05043281995
BMTC,-0.3070636285,0.11000076
HZO,-0.3756747806,2.361801585
SRE,-0.2471944707,0.1571326858
DOX,-0.2340006555,0.3107050953
CTSH,-0.2480193536,0.7816529522
MSTR,-0.1719835572,2.290008338
RSG,-0.1580385231,0.3008913656
BELFB,-0.5229574683,0.5759024291
RBCAA,-0.2881198909,0.1215959953
CSGP,-0.01853527599,0.5740205383
HTBK,-0.3946077125,0.2154672357
UBA,-0.4253562081,0.04376203047
CCI,0.024270508,0.1276743153
EBAY,-0.1636986612,0.6877686156
BUSE,-0.3724499212,0.3067248413
CCNE,-0.4186662789,0.1611543543
PB,-0.3224366939,0.4718317772
FNHC,-0.3049168479,-0.4666295952
INO,1.254544458,0.1895175707
SNBR,-0.6108856992,3.272443207
BCOR,-0.539020037,0.3203306802
AXL,-0.6644982256,1.310248924
HT,-0.7289804136,1.203909903
FCAP,-0.1761646989,0.02289269108
GDEN,-0.656087091,2.009075769
NVDA,0.1209351134,0.983059367
STL,-0.5025348919,0.750240781
GBL,-0.4350949949,0.7033994401
KFY,-0.4240571116,0.8053462538
EPAY,-0.3162312171,0.4390168194
EWBC,-0.468287768,1.015516548
MKSI,-0.2581355703,0.8564247947
BKNG,-0.3449385393,0.6555695466
CNX,-0.3988701764,1.03007306
TREX,-0.1083669635,1.089344772
AMNB,-0.3891836651,0.1343509269
DHIL,-0.3575394389,0.7992234945
CFFN,-0.1485179984,0.1132527606
EXTR,-0.5807328265,1.229771228
HSII,-0.303076327,0.3313310895
GS,-0.3234788729,0.7353810387
WCC,-0.6152553122,2.435443268
NLS,0.4914292423,5.950196457
CBU,-0.1653501537,0.08279356582
SKX,-0.4503353507,0.5138993446
FFIV,-0.2364476232,0.6500031558
FISI,-0.4267908796,0.2936934873
JNPR,-0.2155746333,0.2062331533
SBAC,0.1221844245,0.04987572108
STMP,0.5574706993,0.5082236547
UTHR,0.07657816496,0.6007398869
BSRR,-0.3917825969,0.4036844792
LII,-0.2517119122,0.5205826377
GNSS,-0.0000001591623998,0.9938829159
COST,-0.02766407269,0.3652279418
BMRN,-0.0005919004252,0.03775153112
FNLC,-0.2645266469,0.2043012999
GCBC,-0.185306996,0.107486188
JCOM,-0.2012591536,0.3051431387
ECPG,-0.3388012489,0.6659534257
MDRX,-0.2827305698,1.05113618
VHC,0.4394745342,0.05994291299
PRFT,-0.4119814745,0.7589517738
MBWM,-0.4118453164,0.3331087282
DVN,-0.7304577704,1.409594717
FLWS,-0.08758631278,0.965230487
NTCT,-0.01661753202,0.1584307832
EGAN,-0.07449526243,0.6111841305
BLK,-0.1175647518,0.6699106627
CIR,-0.7484862027,2.305244168
DHC,-0.5475397818,0.1455021943
AKAM,0.05915721553,0.1475581003
EGBN,-0.3756513974,0.3959223134
GAIA,0.1113900703,0.112613315
PLUG,0.1202528414,8.579098584
WWE,-0.4751039451,0.4278289903
IMMR,-0.2786001516,1.106342624
LCII,-0.3701113907,0.9765504811
KTOS,-0.2315374459,0.9819362148
A,-0.1583628463,0.6607171949
EVI,-0.4164201782,0.896072051
TDY,-0.1421761648,0.3185984182
UPS,-0.193040498,0.8429272158
BMRC,-0.3300566902,0.1687902313
BGCP,-0.563011972,0.6036552573
MCBC,-0.3549786093,0.2136593008
NKSH,-0.2900063706,0.02682874548
PKG,-0.2176085213,0.6241371641
AGEN,-0.3980342561,0.2979578356
LBAI,-0.3726239079,0.2151637538
ABEO,-0.3577978402,-0.2523797032
EW,-0.1914786019,0.4510131856
EPC,-0.2222222042,0.44227717
EXPD,-0.1448351667,0.4435660538
IIIN,-0.3820386701,0.7976299006
LMNX,0.1925727683,-0.1513231363
SLAB,-0.2635795714,0.4909268693
APT,2.521865893,-0.0769875169
MET,-0.3940575615,0.5897241491
GBCI,-0.2571095401,0.3950920105
MNST,-0.1147127561,0.6437957785
CCMP,-0.2060707282,0.3377383373
EXEL,-0.02270237504,0.1655051062
HSTM,-0.1194857717,-0.08810071294
LXRX,-0.5301206129,0.7538456986
LPSN,-0.3851360652,1.735382495
ON,-0.48974503,1.631028613
SGMO,-0.2389483185,1.449764472
FULT,-0.3333337456,0.1491284418
OSPN,0.06016287667,0.1393946468
RBBN,-0.02258167239,1.165015747
BHLB,-0.5436096983,0.1994992517
CRL,-0.1738021665,0.9797165033
CYH,0.151724082,1.224555915
VC,-0.4458939727,1.616092454
PACW,-0.5228681166,0.4723765243
INSM,-0.3287269337,1.076733195
ISRG,-0.1622935705,0.6520256744
MRVL,-0.1479669153,1.114971262
NNN,-0.3941435302,0.3314826935
ACLS,-0.2400905102,0.5903884887
ARNA,-0.0752964165,0.8292843628
ENDP,-0.2110873741,0.9405390322
ENTG,-0.1048280119,1.154385261
ILMN,-0.1767048371,0.3547153898
SAVA,-0.2096150684,0.6593674067
PRPO,-0.6585854058,1.957567853
EVC,-0.2061073553,0.4137693633
BRKR,-0.295663442,0.5135082164
APPS,-0.3955124522,12.12297258
SPTN,0.0191355045,0.2549655568
ITGR,-0.218450184,0.2916000514
DRRX,-0.5921054906,0.3354854728
TTMI,-0.3129570351,0.3341403922
TPR,-0.5073230369,1.400004097
JKHY,0.06871646721,0.05151128368
SHEN,0.1836093969,-0.1151094247
ICAD,-0.05534105174,0.798363214
INSG,-0.1500680167,1.483145637
RIGL,-0.2710280078,1.243589732
PGC,-0.4180358767,0.2779665242
GRMN,-0.2258105428,0.6248758079
HBIO,-0.2754092691,0.9411751819
FLR,-0.6300773288,1.311142389
YORW,-0.05345479183,0.08521498544
ALGN,-0.3766129806,2.072034586
EXAS,-0.372837631,1.284309513
HAFC,-0.4496218528,0.07670277059
MCF,-0.5912806002,0.5266668386
GPN,-0.2088904403,0.4983033846
MPX,-0.433536825,0.8365144727
OIS,-0.8755366407,1.472908839
ATRS,-0.4978723853,0.6906763319
IBCP,-0.4259815281,0.4927672674
FLO,-0.04778807968,0.1318998824
FCBC,-0.2416932308,-0.03954660646
SGEN,0.009802626168,0.5179395277
DGICA,0.03630245594,-0.04483613483
CIVB,-0.3735511481,0.1992680569
SHBI,-0.3701797301,0.3904744622
UBFO,-0.4035417313,0.1776740767
IDT,-0.2482658297,1.280440149
ADS,-0.6978887936,1.228741224
FIS,-0.1229428114,0.171640409
MDLZ,-0.08560298868,0.1868369226
WLTW,-0.1555417315,0.2529347861
NTUS,-0.2988790072,-0.1335932873
EVBN,-0.3793022023,0.1623976928
PDFS,-0.3060983122,0.8430034746
ZBH,-0.3230897421,0.5325772502
ACN,-0.2216538148,0.6191354976
MFNC,-0.4014891835,0.288878017
OMCL,-0.1975030378,0.8301299122
OVV,-0.8808636145,4.467901868
BG,-0.2794625512,0.650463656
FRO,-0.2216179357,-0.2330670315
PLPC,-0.1710019356,0.3886685749
CS,-0.3985130631,0.6264217758
MKC,-0.167416761,0.3611041924
CCRN,-0.4199660439,0.3160225504
ANTM,-0.2451415336,0.4285852676
PFG,-0.4229934064,0.6456388007
PWOD,-0.3076488835,0.1165201888
AMN,-0.072220022,0.1805928339
AYI,-0.3785916366,0.4196575448
AAP,-0.4157712729,0.6962527302
WW,-0.5574454502,0.4429344071
PRU,-0.4356710171,0.571610477
WNEB,-0.2940559553,0.04670629166
CNC,-0.0550336055,0.01043661306
FCCY,-0.3983236597,0.2217413781
SYNA,-0.1201164252,0.6658034337
CCOI,0.2555852117,-0.2460466036
GME,-0.4243421889,4.382855658
MANT,-0.08625381219,0.2397649907
UCBI,-0.4012307874,0.5938303471
ABG,-0.5059492155,1.638786005
JBLU,-0.5219013423,0.624581453
LCI,-0.2120173401,-0.06186967691
CPSI,-0.1540502878,0.2161727136
NFLX,0.1604900154,0.4400275776
OSTK,-0.2921980049,9.582302747
PNFP,-0.4116542941,0.7343290678
VRNT,-0.2232654076,0.562326335
NPO,-0.4043057706,0.9335742552
ELOX,-0.7336960325,1.030611129
HOFT,-0.3861422765,1.107581548
WTBA,-0.3555245795,0.2218976872
WHG,-0.3673192761,-0.2080834979
BDSI,-0.4003170876,0.1081792434
CVGW,-0.3631752226,0.2228236585
RRGB,-0.7419748345,1.257045536
RUSHA,-0.311420066,0.9653187003
LYTS,-0.3705017299,1.314335339
BANC,-0.5308504981,0.8674874348
SAIA,-0.2102666378,1.458526421
KMX,-0.3859927824,0.7547817813
XEC,-0.6774274913,1.279078573
CMCSA,-0.226633382,0.541486357
WYNN,-0.5625587706,0.874563481
DKS,-0.5641040129,1.693225944
CEVA,-0.07529640917,0.8251099753
PKBK,-0.4112117829,0.2013199938
PRAA,-0.2363630736,0.4307371608
SAFT,-0.07710967881,-0.04290823614
ACTG,-0.1654135383,0.774775403
EQIX,0.07498810283,0.1560891233
GLNG,-0.445851072,0.2233509054
CME,-0.1343168207,0.08331644337
PFS,-0.4722901805,0.4672566308
NVEC,-0.2613546459,0.1420670787
LEN,-0.3514804484,1.137393999
HTLF,-0.3900092346,0.3598618288
OPHC,-0.05415171473,0.2862590094
FORM,-0.2264152875,1.141364446
NHS,-0.2791403195,0.4508724337
MOH,0.02962740993,0.5222963925
AXS,-0.3428663232,0.3406612465
TELL,-0.875837917,0.4160835978
CVCO,-0.2581636426,0.2105014654
NTGR,-0.06813536976,0.778893968
GPK,-0.2627628905,0.4096105806
GOOD,-0.3290574671,0.3358070929
TCBI,-0.6094764847,1.683807565
UVSP,-0.3831215605,0.2944244629
CNO,-0.310534606,0.831375456
LKQ,-0.4254904384,0.718186245
ANIP,-0.3393871299,-0.2871870425
CRI,-0.3933601979,0.431155838
APYX,-0.5756507217,1.005570373
SNX,-0.4308050224,1.652888715
WLL,-0.908664885,-0.4969236604
CONN,-0.6626314489,1.796647653
MRLN,-0.4881918838,0.154955333
MGRC,-0.3123328304,0.3097966557
NXST,-0.5052355524,0.9253991925
XPER,-0.2372974348,0.5344655905
DZSI,-0.5270880202,2.692123916
MEIP,-0.35080625,0.6397510431
AEL,-0.371867888,0.4891898233
CMP,-0.3606005336,0.6679447026
KRO,-0.3567162954,0.8469006348
NNI,-0.217358376,0.5851129313
NG,-0.1763394281,0.3102968973
PIPR,-0.3572453877,1.018080954
TPX,-0.4979323808,1.470832164
MGLN,-0.3851753593,0.7218877338
PETS,0.2367454491,0.1430124436
DVAX,-0.3828670084,0.2606219168
ONCT,-0.2582278184,0.6723542396
HTH,-0.390881474,0.8430534993
AIZ,-0.2017559164,0.3303015526
NRG,-0.3086372435,0.4154357653
CUTR,-0.6352973913,0.8460968124
CVCY,-0.3943976886,0.1699358806
SBNY,-0.4092140897,0.7131186695
SBRA,-0.476505665,0.6892093699
UCTT,-0.412015533,1.257248004
SVRA,-0.5267860518,-0.45754726
ABR,-0.6500987925,2.143402595
AGO,-0.4698074352,0.250152152
CORT,-0.01735577979,1.200168183
CYTK,0.111216358,0.7625114522
GNW,-0.2454543512,0.1385528781
GHL,-0.4209595773,0.2505079307
XPO,-0.3883313631,1.44513111
ACAD,-0.01238927086,0.2653262798
ALNY,-0.05487536115,0.1940280336
ANGO,-0.3485321415,0.4697994103
NUVA,-0.3449700641,0.1119228284
SP,-0.510959495,0.3893983134
CBRE,-0.3847281471,0.6632172376
NYMT,-0.7512035465,1.565294488
CRM,-0.1147316722,0.5455617304
SFL,-0.3246225751,-0.279468425
BOCH,-0.3154708157,0.283050776
DPZ,0.1057593819,0.1903542313
ENS,-0.3358951432,0.6897972063
BLKB,-0.300900917,0.0361831095
MNKD,-0.2015495442,2.038837336
ACC,-0.4039052237,0.6040899562
CNS,-0.2713047545,0.6879113992
EXR,-0.08483202288,0.2415339935
KRG,-0.4988485198,0.6003096969
WLK,-0.4533238479,1.167108075
GOOGL,-0.13247879,0.5083605297
STXS,-0.4291115077,0.6854323134
BECN,-0.4828018556,1.429865554
SFST,-0.3323133575,0.2460334049
DLR,0.1694497892,0.02814563976
ONTO,-0.1880134992,0.6026286407
MOS,-0.4976895612,1.145613858
SHO,-0.3706890962,0.300802318
CUBE,-0.1384999758,0.2958596172
ADES,-0.3566895509,-0.1628616376
HURN,-0.3399312091,0.2996040328
INVA,-0.1694924278,0.05357188412
TXRH,-0.260298802,0.8924960124
HALO,0.01466388928,1.374098589
NP,-0.382636491,0.3209734441
ORA,-0.09057973244,0.3406170366
MKTX,-0.1211381481,0.7216663978
MPWR,-0.05651092667,1.198500873
NWE,-0.1568303375,0.007738802846
SPOK,-0.1156989972,0.07953991585
ATLO,-0.2646485648,0.2200851588
TBBK,-0.5319970434,1.248765479
LVS,-0.3734066524,0.4033408172
MIC,-0.3872547735,0.4871280629
HLF,-0.388295005,0.6478060278
CE,-0.3999725639,0.80494158
WTI,-0.6942449638,0.2764711429
CZNC,-0.2845596904,0.03863567564
SMMF,-0.2107789864,0.07201855843
DLB,-0.209425378,0.8083779595
HUN,-0.3960064813,0.7822684218
TAP,-0.3198098365,0.4295470523
PBH,-0.09431980027,-0.04934741454
WEX,-0.5008600015,0.9467239059
EBTC,-0.198053377,-0.03197965463
EFSC,-0.417340885,0.2743253367
KRNY,-0.3731018246,0.2646394037
NDAQ,-0.1090567114,0.4145404949
PFBC,-0.4343691187,0.5296054042
MTEM,-0.04969596924,-0.2934532312
ULH,-0.3043646104,0.5797711672
AX,-0.4012551397,1.070047922
PBIP,-0.1743117292,-0.04770737673
DXCM,0.2310047285,0.3730468543
DRH,-0.5415157328,0.6240149039
LAZ,-0.40267465,0.8772913338
CTRN,-0.611591385,4.582022193
MORN,-0.2302398705,1.005270815
ZUMZ,-0.4985522059,1.123555229
ATSG,-0.220801657,0.7144423504
BFIN,-0.3205127429,0.03410571863
BLDR,-0.5186938905,2.336876908
EGLE,-0.5978260593,0.4671788747
LHCG,0.01771142085,0.5215397085
DBI,-0.6772553248,0.5361436778
FSP,-0.3226803827,-0.1945419628
OSK,-0.3175121947,0.3542951017
THS,-0.08969035355,-0.03759829416
WAL,-0.4600666264,0.9949845666
MPW,-0.1681667495,0.3140261834
CNSL,0.1726799575,0.07472374105
DISCA,-0.4062312263,0.5478396045
EXPE,-0.4765122888,1.352939932
ACCO,-0.4535256029,0.7222887154
CF,-0.4256103012,0.4625847609
STN,-0.09271015141,0.2844160082
ATRC,0.03322070723,0.6573387257
OFLX,-0.2133477816,0.7458171005
ROLL,-0.2876713865,0.5873739905
RUTH,-0.686193255,1.6541908
AMP,-0.3805775468,0.9338179885
EVRI,-0.7542812337,3.184844605
CMPR,-0.5770057635,0.6492472135
FNF,-0.4441014315,0.619570446
DHT,-0.02026089568,-0.1816036685
FBIZ,-0.4074610456,0.2245638063
ISBC,-0.3217824348,0.3775384038
WSBF,-0.204246149,0.3472820533
AMSF,-0.01953641156,-0.03906869885
IRBT,-0.1921781855,0.9630798199
SPWR,-0.3499997291,5.144650173
UAA,-0.5736112606,0.8642771825
PEBK,-0.37222199,0.1588334354
BKD,-0.570838931,0.4198699709
ICE,-0.1242563337,0.4404490034
BCBP,-0.2181671017,0.08750646553
CORE,0.05516729449,0.04043412242
LORL,-0.4972151417,0.7882484118
LYV,-0.3639289793,0.616367138
CPA,-0.5769262622,0.7052323337
CMG,-0.2182626746,1.11905208
HEES,-0.555791316,1.112634636
CROX,-0.5944139485,2.6880533
LQDT,-0.3489936559,3.100519826
UAL,-0.6418436048,0.3708394699
KOP,-0.6763473809,1.51899948
TDG,-0.4282319845,0.9327594854
GPRE,-0.6856769007,1.71546581
VNDA,-0.3686775926,0.2683381173
POR,-0.1338057927,-0.08061566195
DK,-0.5207278082,0.05615228247
MA,-0.1899736313,0.4837661311
MWA,-0.3281795974,0.5690476517
VG,-0.02429067442,0.7807741635
AAWW,-0.0689146107,1.124658075
FBMS,-0.4613205944,0.6416968534
QRTEA,-0.2758012907,2.482975133
PRTK,-0.2183619953,0.9873068264
ATEC,-0.5137416333,3.208697364
HOMB,-0.385401773,0.6649282156
LUNA,-0.1563786671,0.6065033645
SLCT,-0.3796750792,0.2411511717
PGTI,-0.4372903575,1.42431627
CSII,-0.275365354,0.2428286277
SNCR,-0.3578949395,0.540983909
GTLS,-0.5706028811,3.064525942
KALU,-0.3710571938,0.4718718472
EVR,-0.3785307183,1.444260515
HBI,-0.4640298532,0.9193006831
ESXB,-0.4504869176,0.4308840694
WU,-0.3146001053,0.2482545827
CVLT,-0.09318993127,0.3678349979
ICFI,-0.2486352376,0.08880029836
ZIOP,-0.4809321985,0.02857140737
EHTH,0.4656547101,-0.4985792404
EXLS,-0.2509359929,0.6361713423
LMAT,-0.3041721083,0.6396879695
AWI,-0.1527089033,-0.05573741399
DEI,-0.2986336197,-0.01472706637
OC,-0.3979586718,0.9670036469
LDOS,-0.06027182712,0.1592618863
ROST,-0.2505150892,0.4120946101
EBS,0.07247486595,0.548565684
HRI,-0.5819374576,2.245844828
KBR,-0.318688782,0.5138791723
SPR,-0.6715144949,0.6354786095
CPRX,0.02666641732,-0.1324667878
FSLR,-0.3556117426,1.74320813
ORBC,-0.4204271011,2.040982191
WLDN,-0.3275643976,0.9513346486
AIMC,-0.5122897929,2.180087227
ALGT,-0.5275659279,1.313450514
GLDD,-0.2674315794,0.5867459013
IPGP,-0.239028702,1.029287184
MNOV,-0.4480713771,0.4139786904
TAST,-0.7418439823,2.450545412
SBH,-0.5572602488,0.6138617882
EIG,-0.02371317008,-0.1859696396
AVAV,-0.01263349993,0.4255267017
III,0.01581108236,0.2762650227
CORR,-0.5800717027,-0.6201883052
ARAY,-0.326241238,1.194737911
CENTA,-0.1290868967,0.4208044406
ESGR,-0.2311227642,0.2882104356
NCMI,-0.5267485798,0.2176170188
PRTS,-0.2045460152,6.079998934
MDGL,-0.2672589224,0.6652178432
BR,-0.228022955,0.6356214139
UFS,-0.4341008229,0.491056553
SFNC,-0.3068310456,0.2071618866
HAYN,-0.4189727237,0.1938447127
CNK,-0.6883312151,0.708537715
DAL,-0.5078842425,0.4093933313
TMUS,0.06988073568,0.6127552361
ESSA,-0.1882003854,0.1256592612
TFSL,-0.2098581315,0.2191084796
ACM,-0.307906531,0.6676700963
BGS,0.0354147561,0.6167147862
CAI,-0.5120774212,1.247239431
CLR,-0.7766719493,1.133511817
TRS,-0.264564939,0.370995777
ALBO,-0.3560186693,1.291387343
CLNE,-0.239315623,3.415730657
FOLD,-0.05133442797,1.498918052
GLRE,-0.4114743747,0.2285712719
IBKR,-0.07219029863,0.419854447
PODD,-0.03224279187,0.542912974
TTGT,-0.2103440401,1.868023234
GRBK,-0.2987803506,1.852173185
INFN,-0.3324935154,0.977359368
JAZZ,-0.3318603143,0.6548038632
LLNW,0.3970578778,-0.3000005351
SCOR,-0.4291500685,-0.1170214975
TIPT,-0.3538086554,-0.0174818781
DFS,-0.5766405186,1.597646456
PRO,-0.482142596,0.636158319
DHX,-0.2823917529,0.02777880549
LULU,-0.1818108295,0.8360838122
MASI,0.1205872094,0.5152442903
AROC,-0.6177957079,1.45278858
VMW,-0.2021875864,0.1582160366
G,-0.3052522603,0.4271322251
TDC,-0.2345901936,0.09663249096
UEC,-0.390774806,2.142854831
TOWN,-0.3432784186,0.3348939093
ULTA,-0.3059182601,0.6343782977
CVI,-0.5796360792,-0.08093407306
ROIC,-0.5192525814,0.6152003186
PZN,-0.4461502607,0.6663068686
TGH,-0.232493133,1.333332934
SHIP,-0.721560853,-0.7789470454
CIM,-0.5330736439,0.2392707972
LL,-0.5199596053,5.554372507
MSCI,0.1217958439,0.5546882358
SCU,-0.3730127591,0.1225994432
APEI,-0.1263230876,0.2737141983
ENSG,-0.1699364702,0.9442602085
NFBK,-0.3350763099,0.1367631522
ATHX,1.439024427,-0.4166662462
CATM,-0.5314670274,0.6873811833
SATS,-0.2618335059,-0.3371906872
TITN,-0.4120434488,1.249711677
ARR,-0.4882799238,0.3135191008
FLNT,-0.5319997091,3.538467394
LRN,-0.07321960458,0.1256614664
KW,-0.3883412979,0.389727231
GTS,-0.2374251543,0.5141845431
EBSB,-0.4375311299,0.3556194416
DAN,-0.5678952761,1.499358886
HCCI,-0.4823075845,0.2974151258
MOFG,-0.4176004292,0.2084552674
IRDM,-0.09375045892,0.7610832679
HI,-0.4199186648,1.126179216
PM,-0.1288045159,0.1891332923
V,-0.1411075509,0.3636405888
AWK,-0.02284478819,0.2988398657
IPI,-0.7047974269,2.01874775
NX,-0.4051521398,1.229692295
CFX,-0.4557454758,0.9313133987
UNH,-0.1480369373,0.4228829658
SB,-0.2999997448,0.09243625401
AGNC,-0.3815522637,0.5940722074
CAPR,-0.0624995419,1.858335017
UMH,-0.3010351741,0.4181068258
JBT,-0.3398724748,0.5379028628
ERII,-0.2400403726,0.8333329319
PRIM,-0.2823736483,0.7519375507
TREE,-0.3956305277,0.4929391568
DISCK,-0.4247295565,0.4931580239
HCI,-0.1099974261,0.3306785763
MYRG,-0.1963795283,1.294764875
DMRC,-0.6111439065,2.619928683
HBCP,-0.3727365938,0.1764965546
LOPE,-0.2036225407,0.2205559498
CLW,0.02106736901,0.7308583628
VRTS,-0.3713073866,1.903662869
OVLY,-0.1850405324,0.06745764671
ORRF,-0.3862253722,0.2472438333
SMED,0.8815174956,0.1901748539
OPI,-0.1384437158,-0.1049389247
IVR,-0.7651653362,0.1938011791
PMT,-0.5235532184,0.8259177919
ASPS,-0.6032078559,0.6792702992
TBNK,-0.1993488457,0.008698680927
STWD,-0.568383355,1.055027871
AVGO,-0.2394473838,0.8978275151
ARI,-0.5724443237,0.6704149711
SEM,-0.357326683,0.8439986724
MG,-0.7014717309,0.8215973747
TWO,-0.7393979207,0.8325745309
ADUS,-0.3046698739,0.7321004387
ECHO,-0.1748796871,0.5702577952
OMER,-0.05109950087,0.06843771386
VRSK,-0.06488576624,0.4958623931
DG,-0.02984310362,0.400531078
H,-0.4646632533,0.5501051793
LEA,-0.4036987931,0.9603720366
COWN,-0.385027436,1.713707104
FTNT,-0.05235938362,0.4681217368
CIT,-0.6184062736,1.180358847
KAR,-0.4405689643,0.5508330194
KRA,-0.6800946868,2.430864774
PEB,-0.5934352989,0.7299151847
PPC,-0.446125363,0.08222881084
MSGN,-0.4137932277,0.4450993547
GNRC,-0.07376469713,1.440804483
PDM,-0.198212063,-0.0439646037
TRNO,-0.03915769013,0.1479438116
CELH,-0.1283650062,10.9501202
IRWD,-0.2419232827,0.1288400907
QNST,-0.4741997064,1.663356353
CALX,-0.1149994008,3.203396291
MXL,-0.4500475804,2.272496731
ST,-0.4629658389,0.8230232251
STNG,-0.5115235562,-0.4009871438
FIBK,-0.2930358545,0.4582753386
SSNC,-0.2847120775,0.6708276676
CLDT,-0.6713657613,0.8181822718
PRI,-0.3198696438,0.5285486197
AOSL,-0.5293688127,2.687984699
CDXS,-0.3020633565,0.9560937268
SPSC,-0.1607723419,1.334770737
RCM,-0.2996918683,1.642462573
CRMD,-0.5068674961,1.069637037
PLOW,-0.3492721061,0.2320044823
EXPR,-0.6940448975,-0.3892618168
FAF,-0.2652605419,0.2502142288
LMNR,-0.3187724345,0.2980356743
HPP,-0.3197872756,-0.02245266554
SIX,-0.7164706428,1.719299863
VPG,-0.4094120129,0.567727687
FN,-0.158545179,0.4221034244
CBOE,-0.2539013782,0.05651622038
TSLA,0.2525993387,5.733495382